payment_id,order_id,payment_type,payment_value,payment_date
1249,1249,Debit Card,157519.5,2024-08-25
1250,1250,Cash on Delivery,755183.16,2026-05-11
1251,1251,Credit Card,77080.53,2025-07-08
1252,1252,Cash on Delivery,84602.22,2026-04-11
1253,1253,Debit Card,1015429.36,2025-08-14
1254,1254,UPI,716499.34,2024-10-31
1255,1255,Net Banking,27190.38,2024-10-31
1256,1256,Wallet,88782.06,2026-02-09
1257,1257,Net Banking,141904.29,2026-07-29
1258,1258,Net Banking,493175.46,2025-11-04
1259,1259,Debit Card,71112.56,2024-02-23
1260,1260,UPI,218674.33,2026-08-29
1261,1261,Net Banking,164184.1,2024-04-19
1262,1262,Cash on Delivery,114497.34,2025-04-25
1263,1263,Wallet,189861.36,2025-07-08
1264,1264,Cash on Delivery,407766.94,2025-08-28
1265,1265,Wallet,218256.48,2026-03-24
1266,1266,Wallet,188710.98,2024-06-21
1267,1267,Net Banking,369438.52,2025-08-05
1268,1268,Cash on Delivery,432992.33,2025-10-07
1269,1269,Cash on Delivery,531353.1,2024-08-11
1270,1270,Wallet,75696.63,2024-06-22
1271,1271,Wallet,122787.04,2026-06-03
1272,1272,Debit Card,169693.69,2025-02-21
1273,1273,Cash on Delivery,70844.91,2026-06-15
1274,1274,Debit Card,286360.7,2026-01-17
1275,1275,Net Banking,853206.97,2025-05-19
1276,1276,Debit Card,879118.81,2025-03-16
1277,1277,Cash on Delivery,275904.13,2025-02-01
1278,1278,UPI,209993.37,2024-10-26
1279,1279,UPI,768795.83,2025-08-27
1280,1280,UPI,107211.29,2024-10-21
1281,1281,Net Banking,464976.53,2026-05-26
1282,1282,Wallet,226226.13,2025-03-06
1283,1283,Net Banking,503631.58,2025-05-24
1284,1284,Net Banking,183845.28,2025-02-19
1285,1285,Wallet,458366.79,2024-09-16
1286,1286,Credit Card,900790.0,2024-07-07
1287,1287,Net Banking,858678.34,2024-05-02
1288,1288,Debit Card,24543.48,2024-05-15
1289,1289,UPI,836251.44,2024-09-12
1290,1290,Cash on Delivery,408155.24,2024-03-14
1291,1291,Net Banking,99164.44,2024-08-11
1292,1292,Cash on Delivery,705358.53,2025-08-11
1293,1293,Credit Card,942473.0,2026-01-04
1294,1294,Wallet,489142.32,2024-01-15
1295,1295,Cash on Delivery,63562.83,2024-07-30
1296,1296,Net Banking,545723.48,2026-01-11
1297,1297,Cash on Delivery,959367.1,2026-06-08
1298,1298,Cash on Delivery,198529.08,2025-01-22
1299,1299,Debit Card,217959.52,2024-10-08
1300,1300,Credit Card,411111.85,2026-05-28
1301,1301,Net Banking,286828.98,2025-02-02
1302,1302,Net Banking,108313.96,2025-11-12
1303,1303,UPI,331658.84,2024-09-05
1304,1304,UPI,188885.97,2024-10-07
1305,1305,Credit Card,298578.92,2024-01-04
1306,1306,Debit Card,339388.96,2024-03-03
1307,1307,Cash on Delivery,130985.16,2024-03-02
1308,1308,Credit Card,424237.15,2024-10-23
1309,1309,UPI,194553.96,2026-06-21
1310,1310,Net Banking,226379.17,2024-10-13
1311,1311,Wallet,547427.09,2024-01-15
1312,1312,Debit Card,654296.29,2025-06-26
1313,1313,Debit Card,450857.85,2024-12-22
1314,1314,Wallet,171347.86,2025-04-05
1315,1315,Wallet,93570.0,2024-10-09
1316,1316,Cash on Delivery,167363.44,2025-02-03
1317,1317,Cash on Delivery,226004.19,2024-08-13
1318,1318,Credit Card,424841.27,2024-01-18
1319,1319,Debit Card,358843.36,2025-05-12
1320,1320,Credit Card,250541.61,2025-07-18
1321,1321,Net Banking,268615.32,2024-05-28
1322,1322,Cash on Delivery,394926.29,2025-01-14
1323,1323,UPI,92630.0,2024-04-11
1324,1324,Debit Card,663389.55,2025-06-12
1325,1325,Net Banking,55901.59,2025-02-17
1326,1326,UPI,325725.86,2026-06-25
1327,1327,Debit Card,371233.87,2024-10-16
1328,1328,UPI,117523.56,2026-02-14
1329,1329,Net Banking,583908.09,2025-07-23
1330,1330,Wallet,339933.01,2026-03-29
1331,1331,Cash on Delivery,188248.97,2024-07-06
1332,1332,Credit Card,395283.92,2024-01-04
1333,1333,Net Banking,475759.28,2024-12-01
1334,1334,Debit Card,610776.71,2025-07-21
1335,1335,UPI,336456.24,2024-01-02
1336,1336,Cash on Delivery,216623.14,2024-04-21
1337,1337,Net Banking,67143.67,2026-02-21
1338,1338,Debit Card,451690.75,2026-04-03
1339,1339,Net Banking,294447.42,2025-10-05
1340,1340,Cash on Delivery,161357.01,2025-09-08
1341,1341,Credit Card,174268.94,2024-04-08
1342,1342,Net Banking,24392.22,2024-07-19
1343,1343,Wallet,2278.23,2024-02-16
1344,1344,Cash on Delivery,225962.79,2025-04-27
1345,1345,Credit Card,478479.57,2024-12-07
1346,1346,UPI,299862.88,2025-07-29
1347,1347,Credit Card,381551.43,2024-04-15
1348,1348,Wallet,647145.71,2024-08-24
1349,1349,Wallet,399474.67,2024-07-28
1350,1350,Credit Card,740693.15,2026-01-26
1351,1351,Net Banking,188057.11,2025-07-15
1352,1352,Credit Card,305191.8,2024-08-14
1353,1353,Debit Card,312693.32,2025-01-14
1354,1354,Net Banking,679309.79,2024-01-12
1355,1355,UPI,145672.14,2024-05-03
1356,1356,Credit Card,144373.6,2025-08-25
1357,1357,Debit Card,242722.74,2024-08-02
1358,1358,Net Banking,407653.43,2024-08-30
1359,1359,Net Banking,491442.74,2026-04-04
1360,1360,Credit Card,113441.36,2025-07-03
1361,1361,UPI,225405.26,2026-02-18
1362,1362,Credit Card,884715.45,2025-12-06
1363,1363,Credit Card,183223.19,2025-11-04
1364,1364,UPI,214893.12,2024-01-07
1365,1365,UPI,91583.61,2026-04-16
1366,1366,Cash on Delivery,529461.51,2025-02-25
1367,1367,Debit Card,92051.52,2024-03-31
1368,1368,Net Banking,784000.88,2026-08-05
1369,1369,Wallet,426460.8,2025-03-13
1370,1370,Cash on Delivery,405341.24,2024-12-31
1371,1371,Cash on Delivery,888859.3,2025-12-13
1372,1372,Debit Card,42062.84,2024-04-09
1373,1373,Cash on Delivery,433476.72,2024-01-22
1374,1374,UPI,91136.01,2024-06-25
1375,1375,Debit Card,392589.9,2026-01-25
1376,1376,Credit Card,86671.78,2024-07-19
1377,1377,Credit Card,1027293.28,2024-05-15
1378,1378,Wallet,710004.01,2025-11-08
1379,1379,Debit Card,638265.76,2024-05-17
1380,1380,Credit Card,315226.12,2026-07-23
1381,1381,Debit Card,181037.4,2025-10-04
1382,1382,Net Banking,300848.01,2024-11-02
1383,1383,Net Banking,204799.6,2024-06-06
1384,1384,UPI,257092.12,2026-07-11
1385,1385,UPI,79779.54,2024-01-08
1386,1386,Cash on Delivery,976474.93,2025-06-29
1387,1387,Cash on Delivery,440971.35,2026-07-03
1388,1388,Wallet,586632.67,2026-02-21
1389,1389,UPI,185620.92,2024-06-06
1390,1390,Debit Card,193666.62,2024-08-22
1391,1391,Net Banking,338292.0,2024-09-29
1392,1392,Cash on Delivery,455437.96,2025-07-22
1393,1393,Credit Card,582628.94,2026-08-30
1394,1394,Net Banking,27338.35,2026-07-09
1395,1395,Wallet,12587.51,2024-12-03
1396,1396,Cash on Delivery,383955.61,2026-04-28
1397,1397,UPI,17475.54,2025-11-07
1398,1398,Wallet,846216.26,2025-04-04
1399,1399,Credit Card,342363.41,2026-05-06
1400,1400,UPI,40626.8,2024-11-19
1401,1401,Credit Card,243626.9,2026-08-06
1402,1402,Debit Card,43224.46,2026-05-05
1403,1403,UPI,293999.5,2024-10-29
1404,1404,Credit Card,867885.72,2025-04-21
1405,1405,Wallet,209114.62,2025-08-18
1406,1406,Net Banking,207625.66,2024-05-09
1407,1407,Debit Card,75446.4,2026-01-24
1408,1408,Wallet,233768.72,2026-05-27
1409,1409,Credit Card,22027.12,2025-02-08
1410,1410,Credit Card,454247.61,2025-12-30
1411,1411,Cash on Delivery,219447.34,2024-02-24
1412,1412,Cash on Delivery,572960.24,2026-06-15
1413,1413,Debit Card,857597.94,2024-09-03
1414,1414,Net Banking,345363.5,2026-05-28
1415,1415,Wallet,845379.9,2024-03-16
1416,1416,Cash on Delivery,241892.65,2024-03-26
1417,1417,Debit Card,1220389.04,2024-04-05
1418,1418,Cash on Delivery,152561.38,2025-07-16
1419,1419,Wallet,268454.8,2024-02-15
1420,1420,Cash on Delivery,265339.2,2026-05-08
1421,1421,Net Banking,560389.57,2026-03-19
1422,1422,Wallet,15116.67,2024-04-01
1423,1423,Net Banking,168471.7,2025-03-28
1424,1424,UPI,580695.33,2025-10-11
1425,1425,Wallet,446273.9,2026-02-17
1426,1426,Net Banking,470259.87,2025-11-28
1427,1427,UPI,78094.19,2024-12-11
1428,1428,Net Banking,248179.82,2024-01-12
1429,1429,UPI,258213.88,2025-11-11
1430,1430,UPI,618201.65,2026-04-09
1431,1431,Net Banking,653774.49,2024-11-26
1432,1432,Debit Card,149574.76,2026-04-07
1433,1433,Net Banking,641325.44,2024-03-25
1434,1434,UPI,247957.32,2026-04-04
1435,1435,Debit Card,324275.1,2026-07-04
1436,1436,Credit Card,271703.78,2024-02-28
1437,1437,Credit Card,507265.07,2025-09-11
1438,1438,Net Banking,366706.43,2024-12-27
1439,1439,UPI,14043.22,2024-04-27
1440,1440,UPI,69987.44,2025-10-23
1441,1441,Debit Card,728035.83,2024-09-24
1442,1442,Wallet,80324.29,2026-04-12
1443,1443,Cash on Delivery,400076.95,2025-08-13
1444,1444,UPI,133527.49,2025-05-17
1445,1445,Wallet,730474.95,2024-03-19
1446,1446,Wallet,246001.56,2026-02-20
1447,1447,Net Banking,213106.54,2026-03-18
1448,1448,Debit Card,441730.02,2025-04-25
1449,1449,Debit Card,268228.79,2025-04-23
1450,1450,Credit Card,50453.72,2024-02-20
1451,1451,Net Banking,171554.82,2026-06-26
1452,1452,Cash on Delivery,216737.34,2025-10-13
1453,1453,Net Banking,261794.29,2026-01-11
1454,1454,UPI,325246.13,2024-06-02
1455,1455,Wallet,210065.65,2024-05-05
1456,1456,Wallet,642923.97,2026-03-27
1457,1457,Wallet,345233.18,2024-11-25
1458,1458,Net Banking,17397.84,2025-01-09
1459,1459,Credit Card,195881.62,2026-03-14
1460,1460,Cash on Delivery,378919.08,2024-02-12
1461,1461,Wallet,74893.9,2025-10-02
1462,1462,Net Banking,987290.57,2024-07-31
1463,1463,Net Banking,173478.08,2026-05-26
1464,1464,Credit Card,333006.3,2025-09-24
1465,1465,UPI,126958.07,2026-03-01
1466,1466,Debit Card,500809.06,2026-08-19
1467,1467,Net Banking,49288.35,2024-07-08
1468,1468,Wallet,708580.74,2024-10-01
1469,1469,Net Banking,803402.3,2024-05-05
1470,1470,Debit Card,463559.7,2026-05-04
1471,1471,UPI,342398.76,2025-07-23
1472,1472,Wallet,543498.2,2024-01-06
1473,1473,Debit Card,98784.8,2024-09-21
1474,1474,Debit Card,84275.36,2024-06-30
1475,1475,Debit Card,610317.78,2025-05-25
1476,1476,Cash on Delivery,364985.79,2025-06-12
1477,1477,Net Banking,202970.16,2026-02-21
1478,1478,Net Banking,74294.4,2024-03-06
1479,1479,UPI,203153.05,2024-06-07
1480,1480,Cash on Delivery,99452.12,2025-12-14
1481,1481,Credit Card,1205777.63,2024-10-29
1482,1482,Debit Card,161293.61,2025-08-08
1483,1483,Cash on Delivery,514382.12,2026-01-18
1484,1484,Wallet,335836.19,2024-06-11
1485,1485,Net Banking,622121.38,2025-03-05
1486,1486,Debit Card,513615.74,2025-01-12
1487,1487,UPI,328693.07,2025-06-25
1488,1488,Debit Card,141329.59,2024-11-13
1489,1489,Credit Card,126608.78,2024-03-25
1490,1490,Net Banking,388665.0,2026-04-21
1491,1491,Cash on Delivery,349046.66,2025-10-08
1492,1492,Debit Card,326377.27,2026-08-26
1493,1493,Credit Card,64757.6,2024-10-24
1494,1494,Wallet,253759.79,2024-07-10
1495,1495,UPI,377550.19,2026-01-08
1496,1496,Debit Card,440841.01,2025-07-10
1497,1497,UPI,618698.6,2024-07-15
1498,1498,Wallet,162666.16,2026-01-16
1499,1499,Wallet,28971.06,2025-04-26
1500,1500,Cash on Delivery,443433.56,2026-03-22
1501,1501,Cash on Delivery,875355.43,2025-06-09
1502,1502,Cash on Delivery,57093.33,2025-06-27
1503,1503,Net Banking,569679.39,2024-01-24
1504,1504,Credit Card,214086.74,2024-04-21
1505,1505,Net Banking,124934.85,2025-12-15
1506,1506,Credit Card,317887.66,2026-04-30
1507,1507,Wallet,763018.1,2026-01-12
1508,1508,Debit Card,536001.09,2025-09-16
1509,1509,Wallet,295863.7,2025-11-20
1510,1510,Cash on Delivery,357338.9,2024-10-23
1511,1511,Credit Card,363196.44,2026-05-23
1512,1512,UPI,318650.3,2026-07-27
1513,1513,Wallet,87380.4,2026-02-22
1514,1514,Credit Card,83705.35,2026-04-28
1515,1515,Credit Card,454103.99,2024-11-18
1516,1516,Credit Card,149756.02,2025-02-08
1517,1517,Wallet,504832.19,2024-05-24
1518,1518,Credit Card,731893.37,2024-04-06
1519,1519,Cash on Delivery,239391.65,2025-06-22
1520,1520,Cash on Delivery,12045.66,2026-03-17
1521,1521,Cash on Delivery,438758.28,2025-09-13
1522,1522,Credit Card,429409.44,2025-08-30
1523,1523,UPI,180069.66,2024-07-21
1524,1524,Debit Card,281359.99,2025-02-18
1525,1525,Cash on Delivery,299984.78,2024-02-10
1526,1526,UPI,582840.1,2024-02-05
1527,1527,UPI,82114.28,2024-03-26
1528,1528,Net Banking,384045.6,2026-02-18
1529,1529,Wallet,41804.74,2024-12-01
1530,1530,UPI,150412.26,2025-04-17
1531,1531,Credit Card,467710.18,2025-02-20
1532,1532,Credit Card,514468.56,2026-06-03
1533,1533,Wallet,215112.9,2024-01-11
1534,1534,Wallet,639698.35,2026-04-20
1535,1535,UPI,338109.27,2024-01-31
1536,1536,Debit Card,513013.73,2026-03-08
1537,1537,Wallet,720279.67,2024-05-10
1538,1538,Debit Card,198418.51,2026-08-04
1539,1539,Cash on Delivery,247503.15,2025-01-21
1540,1540,Debit Card,694337.15,2025-12-20
1541,1541,Debit Card,882689.62,2024-10-17
1542,1542,Net Banking,101206.76,2024-05-02
1543,1543,Net Banking,750536.05,2025-03-01
1544,1544,Net Banking,347580.44,2025-09-27
1545,1545,UPI,1656.63,2025-01-11
1546,1546,Debit Card,643991.81,2024-05-17
1547,1547,Wallet,87525.45,2024-11-14
1548,1548,Debit Card,831399.18,2024-05-06
1549,1549,UPI,318800.13,2026-03-01
1550,1550,Wallet,515902.75,2025-07-06
1551,1551,Net Banking,8492.17,2025-02-10
1552,1552,Wallet,604468.17,2026-05-08
1553,1553,Wallet,286179.48,2026-02-13
1554,1554,Net Banking,651764.01,2024-06-23
1555,1555,Net Banking,571984.43,2026-08-22
1556,1556,UPI,146338.77,2025-06-01
1557,1557,Debit Card,357186.86,2025-04-07
1558,1558,Debit Card,872891.93,2025-03-04
1559,1559,Net Banking,755611.83,2026-08-14
1560,1560,Cash on Delivery,145084.38,2026-05-27
1561,1561,Cash on Delivery,674118.79,2025-06-16
1562,1562,Credit Card,447693.7,2026-02-04
1563,1563,Cash on Delivery,563229.63,2025-10-07
1564,1564,UPI,448759.46,2024-12-11
1565,1565,UPI,588839.25,2025-02-08
1566,1566,Net Banking,484655.19,2026-03-20
1567,1567,Wallet,201234.51,2025-12-11
1568,1568,Wallet,860302.61,2024-05-11
1569,1569,Debit Card,1044345.79,2024-01-19
1570,1570,Debit Card,439028.53,2024-07-16
1571,1571,Net Banking,705242.41,2025-06-16
1572,1572,Wallet,534500.25,2025-02-03
1573,1573,Net Banking,118780.63,2024-03-31
1574,1574,Net Banking,325389.14,2024-01-28
1575,1575,Wallet,614462.42,2025-04-11
1576,1576,Net Banking,101645.55,2026-02-02
1577,1577,Net Banking,312567.24,2024-06-28
1578,1578,Debit Card,434633.67,2026-07-08
1579,1579,Net Banking,114302.56,2026-04-17
1580,1580,Wallet,453571.72,2024-07-06
1581,1581,Net Banking,727498.04,2025-05-12
1582,1582,Net Banking,755735.57,2025-03-10
1583,1583,Net Banking,329228.46,2026-07-13
1584,1584,Debit Card,561231.87,2025-06-21
1585,1585,Net Banking,158736.84,2026-02-06
1586,1586,Net Banking,353358.93,2024-09-04
1587,1587,UPI,453414.37,2024-01-06
1588,1588,Cash on Delivery,270926.18,2026-03-09
1589,1589,Debit Card,384697.94,2024-08-31
1590,1590,Credit Card,79794.41,2026-07-23
1591,1591,UPI,186814.44,2025-06-25
1592,1592,Cash on Delivery,235903.15,2024-08-05
1593,1593,Wallet,203849.8,2025-09-21
1594,1594,Wallet,179593.03,2024-04-14
1595,1595,Debit Card,910042.71,2025-12-08
1596,1596,Wallet,995052.68,2026-04-21
1597,1597,Credit Card,929952.75,2025-08-01
1598,1598,Cash on Delivery,668902.27,2026-04-02
1599,1599,Net Banking,1010104.13,2024-07-05
1600,1600,Debit Card,266477.48,2025-04-08
1601,1601,Debit Card,665112.62,2026-04-06
1602,1602,Debit Card,147376.02,2025-09-04
1603,1603,Credit Card,56275.06,2026-08-23
1604,1604,UPI,805206.98,2025-10-01
1605,1605,Net Banking,221570.66,2026-06-09
1606,1606,Debit Card,185410.76,2026-04-30
1607,1607,UPI,119823.65,2026-02-16
1608,1608,Debit Card,210658.4,2025-11-23
1609,1609,Cash on Delivery,417511.54,2025-04-12
1610,1610,Cash on Delivery,333645.9,2024-10-29
1611,1611,Cash on Delivery,97130.08,2025-01-09
1612,1612,Cash on Delivery,171152.71,2026-09-01
1613,1613,Net Banking,194207.56,2024-12-04
1614,1614,Cash on Delivery,159198.54,2024-01-22
1615,1615,Credit Card,313815.08,2024-11-13
1616,1616,Cash on Delivery,85373.25,2026-05-27
1617,1617,Cash on Delivery,176043.86,2026-06-30
1618,1618,Cash on Delivery,459873.74,2026-05-09
1619,1619,Net Banking,520016.37,2024-08-16
1620,1620,Credit Card,8294.68,2026-03-05
1621,1621,Net Banking,150867.06,2025-07-31
1622,1622,Debit Card,897386.84,2024-02-26
1623,1623,Debit Card,119381.41,2024-01-24
1624,1624,Wallet,500687.51,2024-06-07
1625,1625,Debit Card,599555.36,2025-04-13
1626,1626,Credit Card,252368.09,2026-07-02
1627,1627,Credit Card,48979.24,2024-06-27
1628,1628,UPI,159756.85,2025-07-29
1629,1629,Net Banking,431325.01,2024-08-21
1630,1630,UPI,1061593.93,2024-11-29
1631,1631,Wallet,640714.52,2026-07-18
1632,1632,Wallet,836576.87,2026-07-09
1633,1633,Cash on Delivery,495132.26,2025-11-04
1634,1634,Debit Card,93519.32,2024-01-18
1635,1635,Wallet,208556.32,2026-04-27
1636,1636,UPI,141190.88,2025-02-21
1637,1637,Net Banking,1170203.59,2024-05-25
1638,1638,Cash on Delivery,267710.2,2025-09-16
1639,1639,Credit Card,499515.38,2025-07-16
1640,1640,Cash on Delivery,418353.64,2024-05-30
1641,1641,Cash on Delivery,248085.26,2025-01-02
1642,1642,Net Banking,357902.85,2025-03-20
1643,1643,Wallet,675593.72,2026-03-13
1644,1644,Credit Card,420712.52,2025-01-22
1645,1645,Wallet,129504.45,2024-03-15
1646,1646,Cash on Delivery,137463.94,2024-01-16
1647,1647,Net Banking,425271.58,2025-03-12
1648,1648,Wallet,145731.36,2025-12-03
1649,1649,Debit Card,770924.87,2024-07-13
1650,1650,UPI,184571.73,2025-08-08
1651,1651,UPI,468122.15,2026-02-07
1652,1652,Net Banking,34210.32,2024-07-15
1653,1653,Net Banking,344116.26,2025-07-08
1654,1654,Credit Card,670734.57,2026-03-26
1655,1655,Debit Card,363845.25,2025-06-05
1656,1656,Net Banking,732960.1,2024-02-11
1657,1657,Net Banking,112615.34,2024-06-17
1658,1658,Credit Card,390264.29,2024-01-02
1659,1659,Cash on Delivery,446565.14,2025-06-10
1660,1660,UPI,46195.92,2026-07-18
1661,1661,Credit Card,33680.26,2024-02-26
1662,1662,Credit Card,747433.5,2025-01-31
1663,1663,UPI,255266.89,2024-03-24
1664,1664,Debit Card,305174.61,2025-09-18
1665,1665,Credit Card,366396.34,2026-04-23
1666,1666,UPI,295621.64,2026-08-26
1667,1667,Credit Card,325548.36,2024-02-27
1668,1668,UPI,237584.25,2024-03-23
1669,1669,Cash on Delivery,19416.96,2024-03-15
1670,1670,Wallet,178388.29,2024-02-25
1671,1671,Credit Card,502731.86,2024-06-30
1672,1672,Cash on Delivery,893080.06,2024-07-19
1673,1673,Credit Card,553766.28,2025-03-29
1674,1674,Credit Card,188886.7,2024-05-27
1675,1675,UPI,68765.04,2024-08-13
1676,1676,UPI,409377.4,2024-01-18
1677,1677,UPI,456047.72,2025-03-29
1678,1678,UPI,86138.18,2024-06-15
1679,1679,Cash on Delivery,363800.95,2025-04-04
1680,1680,Debit Card,754828.45,2025-02-16
1681,1681,Wallet,393935.17,2025-11-18
1682,1682,UPI,467416.58,2024-12-18
1683,1683,Net Banking,840795.87,2024-04-04
1684,1684,Debit Card,294632.43,2026-01-12
1685,1685,Debit Card,53602.83,2026-08-02
1686,1686,Cash on Delivery,717288.0,2024-06-13
1687,1687,Cash on Delivery,507189.42,2025-09-08
1688,1688,Debit Card,852241.1,2024-09-26
1689,1689,Debit Card,526998.16,2025-06-20
1690,1690,Cash on Delivery,188170.22,2024-03-09
1691,1691,Net Banking,185541.65,2024-07-26
1692,1692,Debit Card,217798.29,2026-08-17
1693,1693,Debit Card,229136.07,2024-11-17
1694,1694,Credit Card,421762.97,2024-06-24
1695,1695,Wallet,403919.66,2025-02-14
1696,1696,Debit Card,151578.84,2026-08-07
1697,1697,Debit Card,571280.05,2024-07-28
1698,1698,Credit Card,565795.65,2026-07-18
1699,1699,Cash on Delivery,89626.18,2024-03-21
1700,1700,Net Banking,457989.07,2025-01-23
1701,1701,UPI,296686.81,2025-03-08
1702,1702,Debit Card,312834.68,2025-11-16
1703,1703,UPI,282788.57,2025-05-22
1704,1704,Debit Card,11442.34,2024-12-19
1705,1705,Credit Card,296590.65,2024-08-11
1706,1706,Net Banking,767286.85,2025-11-14
1707,1707,Cash on Delivery,377570.33,2024-09-27
1708,1708,Net Banking,20507.7,2024-06-21
1709,1709,Debit Card,461447.7,2024-02-18
1710,1710,Debit Card,820245.72,2024-10-28
1711,1711,Net Banking,351363.78,2026-04-17
1712,1712,Wallet,112542.22,2024-10-18
1713,1713,Cash on Delivery,311825.07,2025-04-07
1714,1714,Credit Card,338244.27,2026-05-01
1715,1715,Debit Card,917936.35,2025-07-01
1716,1716,UPI,249344.26,2026-07-15
1717,1717,Net Banking,285477.0,2025-05-26
1718,1718,Cash on Delivery,118703.2,2026-07-26
1719,1719,Cash on Delivery,619647.67,2026-05-03
1720,1720,Credit Card,634229.36,2026-06-18
1721,1721,Wallet,27872.81,2025-08-26
1722,1722,Cash on Delivery,333796.58,2024-04-14
1723,1723,Net Banking,87896.17,2025-06-15
1724,1724,Wallet,509842.67,2024-06-24
1725,1725,UPI,366867.26,2026-01-22
1726,1726,Wallet,37110.44,2026-01-18
1727,1727,Credit Card,345813.14,2024-08-27
1728,1728,Debit Card,12353.19,2026-04-26
1729,1729,Debit Card,540933.8,2025-07-06
1730,1730,Net Banking,207917.02,2026-05-18
1731,1731,Net Banking,251389.02,2025-11-28
1732,1732,Cash on Delivery,61651.2,2024-01-30
1733,1733,Net Banking,170343.92,2026-02-07
1734,1734,Credit Card,586301.51,2024-01-24
1735,1735,Wallet,956353.11,2025-08-25
1736,1736,Credit Card,238981.16,2025-03-14
1737,1737,Cash on Delivery,279691.71,2024-05-01
1738,1738,Wallet,104640.47,2024-03-03
1739,1739,Cash on Delivery,129647.36,2025-05-23
1740,1740,Debit Card,275599.56,2025-06-14
1741,1741,Wallet,120106.68,2026-05-30
1742,1742,Wallet,566601.0,2026-02-21
1743,1743,Cash on Delivery,466215.17,2024-05-27
1744,1744,Net Banking,80810.18,2024-06-24
1745,1745,Wallet,182219.02,2024-12-23
1746,1746,Debit Card,464315.16,2024-03-29
1747,1747,UPI,419619.44,2026-06-13
1748,1748,Net Banking,468323.57,2026-03-06
1749,1749,Wallet,130603.04,2026-08-17
1750,1750,Cash on Delivery,124635.48,2025-02-18
1751,1751,Credit Card,346337.21,2024-03-15
1752,1752,Debit Card,92846.91,2026-08-17
1753,1753,Wallet,384715.52,2024-05-22
1754,1754,Net Banking,47761.08,2025-04-12
1755,1755,UPI,543931.99,2024-02-10
1756,1756,Wallet,726932.79,2026-03-02
1757,1757,UPI,803373.36,2025-03-16
1758,1758,Cash on Delivery,280310.04,2024-10-22
1759,1759,Cash on Delivery,787418.77,2024-01-17
1760,1760,Wallet,352973.51,2026-07-02
1761,1761,Cash on Delivery,203228.93,2024-12-04
1762,1762,UPI,392218.88,2025-09-11
1763,1763,Wallet,823865.83,2025-11-09
1764,1764,Net Banking,330134.01,2026-01-06
1765,1765,Credit Card,881296.49,2024-09-13
1766,1766,Debit Card,100925.53,2025-10-25
1767,1767,Net Banking,185204.64,2025-09-12
1768,1768,Cash on Delivery,269471.85,2025-09-16
1769,1769,Debit Card,489579.6,2024-03-08
1770,1770,Wallet,233320.6,2024-12-21
1771,1771,Net Banking,887189.78,2025-06-03
1772,1772,Net Banking,553129.08,2026-02-08
1773,1773,Wallet,729762.42,2025-11-01
1774,1774,Credit Card,980776.87,2026-08-03
1775,1775,Cash on Delivery,570156.54,2025-07-11
1776,1776,Credit Card,708589.43,2025-05-04
1777,1777,Net Banking,230451.94,2025-11-03
1778,1778,Wallet,484279.86,2025-09-22
1779,1779,Cash on Delivery,365811.78,2026-03-09
1780,1780,Debit Card,68543.01,2024-03-06
1781,1781,Credit Card,133499.11,2025-04-17
1782,1782,Net Banking,707438.38,2025-05-19
1783,1783,Cash on Delivery,491109.89,2026-05-27
1784,1784,Debit Card,66288.42,2025-03-22
1785,1785,UPI,1299694.5,2026-05-15
1786,1786,Net Banking,241840.55,2024-05-12
1787,1787,Cash on Delivery,535472.09,2024-07-19
1788,1788,Net Banking,534376.36,2024-02-09
1789,1789,Credit Card,730867.06,2024-11-21
1790,1790,Net Banking,789893.75,2025-02-12
1791,1791,Net Banking,299279.87,2025-10-02
1792,1792,Cash on Delivery,183921.76,2024-02-23
1793,1793,Wallet,337938.01,2024-01-31
1794,1794,Cash on Delivery,482132.05,2025-01-04
1795,1795,UPI,559017.05,2025-01-25
1796,1796,UPI,462163.54,2025-12-03
1797,1797,UPI,145041.94,2024-02-01
1798,1798,Credit Card,88141.63,2024-10-13
1799,1799,Wallet,203393.7,2026-03-08
1800,1800,Net Banking,735472.65,2025-01-18
1801,1801,UPI,186327.02,2026-08-14
1802,1802,Cash on Delivery,1509401.85,2025-08-30
1803,1803,UPI,115345.26,2024-12-27
1804,1804,Wallet,397565.5,2024-10-28
1805,1805,Cash on Delivery,396158.63,2025-10-11
1806,1806,Debit Card,196688.56,2025-06-29
1807,1807,Wallet,221422.28,2024-10-02
1808,1808,Wallet,409872.8,2026-06-06
1809,1809,Wallet,412448.16,2024-07-18
1810,1810,Credit Card,372003.93,2026-08-03
1811,1811,UPI,533861.03,2024-12-14
1812,1812,Credit Card,515731.94,2024-03-22
1813,1813,Cash on Delivery,258759.19,2024-12-01
1814,1814,Wallet,274891.71,2024-12-11
1815,1815,Net Banking,170395.24,2025-05-09
1816,1816,Credit Card,742133.46,2024-12-17
1817,1817,UPI,639761.69,2025-08-12
1818,1818,Credit Card,602917.43,2025-08-26
1819,1819,UPI,254156.24,2024-08-15
1820,1820,Debit Card,716964.98,2026-03-11
1821,1821,Wallet,621504.25,2024-08-16
1822,1822,UPI,506614.76,2025-05-31
1823,1823,Cash on Delivery,244504.05,2025-02-04
1824,1824,UPI,301400.83,2026-09-01
1825,1825,Wallet,148177.19,2024-09-26
1826,1826,Debit Card,454167.45,2026-05-20
1827,1827,Debit Card,88049.8,2025-09-16
1828,1828,Wallet,86343.96,2026-03-02
