order_id,customer_id,order_date,status
1763,471,2025-11-09,processing
1764,888,2026-01-06,delivered
1765,1417,2024-09-13,delivered
1766,598,2025-10-25,delivered
1767,1808,2025-09-12,delivered
1768,1507,2025-09-16,delivered
1769,1290,2024-03-08,shipped
1770,581,2024-12-21,delivered
1771,1118,2025-06-03,delivered
1772,1660,2026-02-08,cancelled
1773,1424,2025-11-01,delivered
1774,732,2026-08-03,delivered
1775,1834,2025-07-11,delivered
1776,800,2025-05-04,delivered
1777,1576,2025-11-03,delivered
1778,1913,2025-09-22,delivered
1779,780,2026-03-09,delivered
1780,1258,2024-03-06,shipped
1781,1360,2025-04-17,delivered
1782,1090,2025-05-19,delivered
1783,308,2026-05-27,shipped
1784,1875,2025-03-22,delivered
1785,1472,2026-05-15,delivered
1786,1709,2024-05-12,delivered
1787,1182,2024-07-19,delivered
1788,1536,2024-02-09,processing
1789,1090,2024-11-21,shipped
1790,2,2025-02-12,shipped
1791,1398,2025-10-02,processing
1792,756,2024-02-23,shipped
1793,1809,2024-01-31,shipped
1794,1778,2025-01-04,processing
1795,800,2025-01-25,shipped
1796,680,2025-12-03,delivered
1797,79,2024-02-01,shipped
1798,344,2024-10-13,cancelled
1799,361,2026-03-08,shipped
1800,1746,2025-01-18,delivered
1801,374,2026-08-14,delivered
1802,944,2025-08-30,delivered
1803,288,2024-12-27,processing
1804,1253,2024-10-28,delivered
1805,506,2025-10-11,returned
1806,1400,2025-06-29,shipped
1807,1735,2024-10-02,processing
1808,1701,2026-06-06,delivered
1809,1927,2024-07-18,delivered
1810,1847,2026-08-03,delivered
1811,212,2024-12-14,delivered
1812,534,2024-03-22,shipped
1813,1876,2024-12-01,delivered
1814,1560,2024-12-11,shipped
1815,1910,2025-05-09,delivered
1816,1936,2024-12-17,delivered
1817,1984,2025-08-12,delivered
1818,1938,2025-08-26,delivered
1819,1423,2024-08-15,delivered
1820,1246,2026-03-11,shipped
1821,210,2024-08-16,processing
1822,1925,2025-05-31,delivered
1823,1456,2025-02-04,delivered
1824,53,2026-09-01,shipped
1825,1063,2024-09-26,returned
1826,1945,2026-05-20,delivered
1827,33,2025-09-16,delivered
1828,999,2026-03-02,shipped
1829,1690,2024-09-24,delivered
1830,398,2024-11-09,shipped
1831,246,2026-06-17,shipped
1832,1050,2026-04-24,delivered
1833,1898,2026-05-02,delivered
1834,986,2025-09-05,delivered
1835,97,2024-07-22,delivered
1836,1444,2024-12-07,delivered
1837,552,2026-03-23,delivered
1838,1718,2025-01-07,delivered
1839,630,2024-03-31,delivered
1840,930,2024-04-20,delivered
1841,672,2024-07-26,delivered
1842,1493,2024-06-26,delivered
1843,1815,2024-08-07,processing
1844,975,2026-01-15,processing
1845,1075,2024-04-09,delivered
1846,873,2025-04-03,processing
1847,94,2024-01-17,returned
1848,545,2026-05-16,delivered
1849,1771,2025-10-20,processing
1850,581,2026-08-31,processing
1851,179,2024-02-06,processing
1852,364,2025-04-12,delivered
1853,1084,2026-08-28,returned
1854,1426,2025-08-28,delivered
1855,1150,2024-03-02,shipped
1856,1710,2024-05-14,processing
1857,14,2024-10-05,delivered
1858,482,2026-05-14,delivered
1859,1143,2026-05-27,processing
1860,824,2024-06-15,cancelled
1861,1916,2024-12-04,delivered
1862,1870,2026-04-08,processing
1863,853,2024-02-29,returned
1864,1770,2026-03-02,delivered
1865,851,2026-03-22,processing
1866,1104,2025-03-28,delivered
1867,1767,2024-06-20,delivered
1868,1447,2024-12-11,delivered
1869,1518,2026-07-03,shipped
1870,1109,2025-10-09,delivered
1871,1205,2025-03-08,returned
1872,1632,2026-06-06,delivered
1873,1460,2026-05-11,shipped
1874,365,2025-05-29,delivered
1875,1962,2025-09-21,cancelled
1876,1982,2024-03-25,processing
1877,877,2024-12-06,delivered
1878,1910,2026-05-21,delivered
1879,81,2024-02-13,delivered
1880,629,2025-01-16,shipped
1881,1201,2025-10-24,cancelled
1882,149,2024-08-30,delivered
1883,1797,2026-04-25,cancelled
1884,1694,2024-04-28,processing
1885,1779,2024-11-20,delivered
1886,12,2024-11-27,delivered
1887,70,2025-06-18,delivered
1888,1297,2025-03-11,delivered
1889,374,2025-11-29,delivered
1890,622,2024-10-18,processing
1891,1075,2025-09-23,delivered
1892,1202,2025-09-26,returned
1893,1005,2024-05-27,delivered
1894,1742,2025-12-07,returned
1895,455,2025-03-09,delivered
1896,1306,2026-03-18,delivered
1897,1945,2024-10-26,shipped
1898,307,2026-02-03,delivered
1899,751,2026-05-16,delivered
1900,1513,2025-12-21,delivered
1901,756,2024-10-21,delivered
1902,1964,2024-03-12,delivered
1903,1650,2026-04-13,delivered
1904,1113,2026-04-07,processing
1905,1510,2024-05-16,delivered
1906,129,2024-05-09,delivered
1907,294,2026-06-18,processing
1908,15,2025-10-03,delivered
1909,190,2024-03-01,delivered
1910,17,2026-06-25,delivered
1911,502,2025-03-01,delivered
1912,328,2024-07-27,shipped
1913,949,2024-12-19,delivered
1914,339,2026-02-24,delivered
1915,1063,2025-12-24,delivered
1916,934,2024-06-30,processing
1917,1843,2024-12-24,delivered
1918,658,2024-09-23,shipped
1919,744,2025-07-29,shipped
1920,991,2024-05-18,delivered
1921,1767,2025-08-07,cancelled
1922,667,2024-05-25,shipped
1923,1047,2026-04-16,processing
1924,1372,2026-01-29,delivered
1925,1843,2025-11-04,delivered
1926,1495,2024-04-14,delivered
1927,1126,2026-06-08,delivered
1928,901,2024-05-03,shipped
1929,360,2024-03-05,delivered
1930,441,2024-07-22,delivered
1931,1469,2026-01-15,delivered
1932,1157,2025-11-02,delivered
1933,382,2026-05-07,cancelled
1934,668,2024-07-05,delivered
1935,1181,2025-08-03,cancelled
1936,439,2026-01-28,delivered
1937,351,2024-04-13,shipped
1938,1638,2024-11-30,shipped
1939,1199,2024-03-18,shipped
1940,484,2025-07-20,delivered
1941,485,2026-07-07,delivered
1942,1338,2025-01-07,shipped
1943,501,2026-03-19,delivered
1944,1832,2025-07-07,delivered
1945,1139,2026-08-20,delivered
1946,856,2024-05-05,delivered
1947,1321,2025-04-19,shipped
1948,1808,2025-05-19,delivered
1949,1656,2025-02-06,delivered
1950,1930,2024-01-21,delivered
1951,535,2026-06-05,delivered
1952,1661,2026-03-04,delivered
1953,1466,2026-01-12,delivered
1954,1830,2025-04-02,shipped
1955,1737,2026-05-31,delivered
1956,6,2024-07-10,delivered
1957,902,2024-03-12,delivered
1958,679,2024-09-09,shipped
1959,1221,2025-04-24,processing
1960,1866,2025-05-24,shipped
1961,439,2025-05-17,shipped
1962,1675,2024-11-30,delivered
1963,1949,2025-07-25,cancelled
1964,1063,2024-09-05,delivered
1965,58,2026-04-11,shipped
1966,1991,2024-04-10,delivered
1967,747,2025-02-10,shipped
1968,1488,2026-06-02,delivered
1969,386,2024-06-26,delivered
1970,92,2024-09-28,processing
1971,1002,2025-09-13,processing
1972,1405,2026-06-25,delivered
1973,1032,2025-06-02,processing
1974,898,2024-12-23,shipped
1975,1420,2026-01-27,shipped
1976,1800,2025-01-16,shipped
1977,732,2024-07-08,delivered
1978,1096,2025-02-07,cancelled
1979,1636,2026-05-07,cancelled
1980,1619,2026-04-13,processing
1981,414,2024-01-18,delivered
1982,619,2024-08-29,cancelled
1983,1322,2024-03-24,processing
1984,1752,2026-03-24,delivered
1985,225,2025-04-16,delivered
1986,1711,2026-06-11,delivered
1987,431,2026-06-11,shipped
1988,1841,2026-08-08,processing
1989,47,2026-03-08,delivered
1990,1183,2024-06-20,processing
1991,1495,2026-08-22,delivered
1992,714,2025-11-10,delivered
1993,621,2024-07-22,delivered
1994,1339,2026-06-07,shipped
1995,395,2024-02-28,shipped
1996,403,2026-07-22,delivered
1997,852,2025-04-26,delivered
1998,1407,2025-08-30,delivered
1999,1247,2024-04-27,delivered
2000,100,2025-10-10,delivered
