seller_id,seller_name,city
1778,Seller 1778,Jaipur
1779,Seller 1779,Thrissur
1780,Seller 1780,Kolkata
1781,Seller 1781,Thiruvananthapuram
1782,Seller 1782,Kozhikode
1783,Seller 1783,Ahmedabad
1784,Seller 1784,Ahmedabad
1785,Seller 1785,Kochi
1786,Seller 1786,Jaipur
1787,Seller 1787,Ahmedabad
1788,Seller 1788,Kolkata
1789,Seller 1789,Kolkata
1790,Seller 1790,Kolkata
1791,Seller 1791,Bengaluru
1792,Seller 1792,Jaipur
1793,Seller 1793,Bengaluru
1794,Seller 1794,Coimbatore
1795,Seller 1795,Ahmedabad
1796,Seller 1796,Hyderabad
1797,Seller 1797,Kolkata
1798,Seller 1798,Coimbatore
1799,Seller 1799,Kollam
1800,Seller 1800,Kozhikode
1801,Seller 1801,Bengaluru
1802,Seller 1802,Hyderabad
1803,Seller 1803,Kollam
1804,Seller 1804,Hyderabad
1805,Seller 1805,Bengaluru
1806,Seller 1806,Bengaluru
1807,Seller 1807,Kollam
1808,Seller 1808,Delhi
1809,Seller 1809,Kolkata
1810,Seller 1810,Thrissur
1811,Seller 1811,Thrissur
1812,Seller 1812,Pune
1813,Seller 1813,Kolkata
1814,Seller 1814,Coimbatore
1815,Seller 1815,Thiruvananthapuram
1816,Seller 1816,Kozhikode
1817,Seller 1817,Kochi
1818,Seller 1818,Delhi
1819,Seller 1819,Chennai
1820,Seller 1820,Chennai
1821,Seller 1821,Chennai
1822,Seller 1822,Ahmedabad
1823,Seller 1823,Hyderabad
1824,Seller 1824,Ahmedabad
1825,Seller 1825,Thiruvananthapuram
1826,Seller 1826,Jaipur
1827,Seller 1827,Mumbai
1828,Seller 1828,Thiruvananthapuram
1829,Seller 1829,Coimbatore
1830,Seller 1830,Mumbai
1831,Seller 1831,Bengaluru
1832,Seller 1832,Thiruvananthapuram
1833,Seller 1833,Pune
1834,Seller 1834,Chennai
1835,Seller 1835,Thiruvananthapuram
1836,Seller 1836,Mumbai
1837,Seller 1837,Jaipur
1838,Seller 1838,Ahmedabad
1839,Seller 1839,Bengaluru
1840,Seller 1840,Ahmedabad
1841,Seller 1841,Mumbai
1842,Seller 1842,Hyderabad
1843,Seller 1843,Thrissur
1844,Seller 1844,Pune
1845,Seller 1845,Bengaluru
1846,Seller 1846,Delhi
1847,Seller 1847,Kochi
1848,Seller 1848,Kolkata
1849,Seller 1849,Kochi
1850,Seller 1850,Pune
1851,Seller 1851,Kochi
1852,Seller 1852,Mumbai
1853,Seller 1853,Ahmedabad
1854,Seller 1854,Kochi
1855,Seller 1855,Mumbai
1856,Seller 1856,Kozhikode
1857,Seller 1857,Ahmedabad
1858,Seller 1858,Mumbai
1859,Seller 1859,Jaipur
1860,Seller 1860,Jaipur
1861,Seller 1861,Kochi
1862,Seller 1862,Pune
1863,Seller 1863,Coimbatore
1864,Seller 1864,Hyderabad
1865,Seller 1865,Pune
1866,Seller 1866,Delhi
1867,Seller 1867,Kollam
1868,Seller 1868,Ahmedabad
1869,Seller 1869,Kochi
1870,Seller 1870,Ahmedabad
1871,Seller 1871,Delhi
1872,Seller 1872,Chennai
1873,Seller 1873,Jaipur
1874,Seller 1874,Thrissur
1875,Seller 1875,Hyderabad
1876,Seller 1876,Hyderabad
1877,Seller 1877,Coimbatore
1878,Seller 1878,Coimbatore
1879,Seller 1879,Kolkata
1880,Seller 1880,Kozhikode
1881,Seller 1881,Delhi
1882,Seller 1882,Bengaluru
1883,Seller 1883,Kochi
1884,Seller 1884,Kozhikode
1885,Seller 1885,Delhi
1886,Seller 1886,Pune
1887,Seller 1887,Bengaluru
1888,Seller 1888,Hyderabad
1889,Seller 1889,Mumbai
1890,Seller 1890,Ahmedabad
1891,Seller 1891,Kolkata
1892,Seller 1892,Kolkata
1893,Seller 1893,Jaipur
1894,Seller 1894,Chennai
1895,Seller 1895,Coimbatore
1896,Seller 1896,Thiruvananthapuram
1897,Seller 1897,Chennai
1898,Seller 1898,Pune
1899,Seller 1899,Thrissur
1900,Seller 1900,Thiruvananthapuram
1901,Seller 1901,Pune
1902,Seller 1902,Jaipur
1903,Seller 1903,Chennai
1904,Seller 1904,Thiruvananthapuram
1905,Seller 1905,Thiruvananthapuram
1906,Seller 1906,Kollam
1907,Seller 1907,Bengaluru
1908,Seller 1908,Chennai
1909,Seller 1909,Kozhikode
1910,Seller 1910,Thrissur
1911,Seller 1911,Jaipur
1912,Seller 1912,Kollam
1913,Seller 1913,Pune
1914,Seller 1914,Delhi
1915,Seller 1915,Ahmedabad
1916,Seller 1916,Bengaluru
1917,Seller 1917,Mumbai
1918,Seller 1918,Hyderabad
1919,Seller 1919,Delhi
1920,Seller 1920,Delhi
1921,Seller 1921,Kollam
1922,Seller 1922,Ahmedabad
1923,Seller 1923,Jaipur
1924,Seller 1924,Pune
1925,Seller 1925,Coimbatore
1926,Seller 1926,Bengaluru
1927,Seller 1927,Coimbatore
1928,Seller 1928,Coimbatore
1929,Seller 1929,Kolkata
1930,Seller 1930,Jaipur
1931,Seller 1931,Pune
1932,Seller 1932,Kozhikode
1933,Seller 1933,Kollam
1934,Seller 1934,Ahmedabad
1935,Seller 1935,Kozhikode
1936,Seller 1936,Kollam
1937,Seller 1937,Thrissur
1938,Seller 1938,Kozhikode
1939,Seller 1939,Kochi
1940,Seller 1940,Thiruvananthapuram
1941,Seller 1941,Mumbai
1942,Seller 1942,Pune
1943,Seller 1943,Jaipur
1944,Seller 1944,Thiruvananthapuram
1945,Seller 1945,Ahmedabad
1946,Seller 1946,Kozhikode
1947,Seller 1947,Mumbai
1948,Seller 1948,Bengaluru
1949,Seller 1949,Kochi
1950,Seller 1950,Bengaluru
1951,Seller 1951,Jaipur
1952,Seller 1952,Bengaluru
1953,Seller 1953,Coimbatore
1954,Seller 1954,Kollam
1955,Seller 1955,Delhi
1956,Seller 1956,Kollam
1957,Seller 1957,Kollam
1958,Seller 1958,Thrissur
1959,Seller 1959,Kozhikode
1960,Seller 1960,Chennai
1961,Seller 1961,Thrissur
1962,Seller 1962,Kollam
1963,Seller 1963,Coimbatore
1964,Seller 1964,Coimbatore
1965,Seller 1965,Kollam
1966,Seller 1966,Ahmedabad
1967,Seller 1967,Bengaluru
1968,Seller 1968,Thiruvananthapuram
1969,Seller 1969,Kozhikode
1970,Seller 1970,Coimbatore
1971,Seller 1971,Coimbatore
1972,Seller 1972,Hyderabad
1973,Seller 1973,Kochi
1974,Seller 1974,Jaipur
1975,Seller 1975,Chennai
1976,Seller 1976,Thiruvananthapuram
1977,Seller 1977,Hyderabad
1978,Seller 1978,Jaipur
1979,Seller 1979,Kolkata
1980,Seller 1980,Jaipur
1981,Seller 1981,Kolkata
1982,Seller 1982,Kollam
1983,Seller 1983,Chennai
1984,Seller 1984,Thiruvananthapuram
1985,Seller 1985,Hyderabad
1986,Seller 1986,Hyderabad
1987,Seller 1987,Chennai
1988,Seller 1988,Kollam
1989,Seller 1989,Kollam
1990,Seller 1990,Ahmedabad
1991,Seller 1991,Chennai
1992,Seller 1992,Pune
1993,Seller 1993,Jaipur
1994,Seller 1994,Kochi
1995,Seller 1995,Kochi
1996,Seller 1996,Kozhikode
1997,Seller 1997,Mumbai
1998,Seller 1998,Coimbatore
1999,Seller 1999,Pune
2000,Seller 2000,Kolkata
